sample_size,num_bootstrap,noise_std,te_diff,plugin_est,correction_est,adj_correction_est,act_plugin_val
100.0,500.0,0.5,0.3,8.057339070746313,7.450784721886451,7.464330703155738,7.1
100.0,500.0,0.5,0.3,9.758960072382852,9.530671729139248,9.538286523563642,9.5
100.0,500.0,0.5,0.3,9.263369134552429,9.163294026187558,9.170877405979134,9.5
100.0,500.0,0.5,0.3,9.022626087986096,8.548499057482493,8.690417086280753,9.5
100.0,500.0,0.5,0.3,9.17852677309087,8.926845114772817,8.931499765547834,9.5
100.0,500.0,0.5,0.3,10.412074078605002,10.412074078605004,10.389940360365394,9.5
100.0,500.0,0.5,0.3,8.973494562522518,8.953691565869526,8.947599500785989,9.5
100.0,500.0,0.5,0.3,8.158889326628188,7.961802227862545,8.062615965349728,9.5
100.0,500.0,0.5,0.3,9.309916592100912,8.921875592230913,9.035400427296015,9.5
100.0,500.0,0.5,0.3,9.222281691512936,9.206218059032288,9.210462761324376,9.5
100.0,500.0,0.5,0.3,8.765229753616238,8.549715111162794,8.528420687421782,9.5
100.0,500.0,0.5,0.3,9.41636069943294,9.283850490641802,9.316294749477064,9.5
100.0,500.0,0.5,0.3,9.82158372204241,9.816868723156988,9.819518613021748,9.5
100.0,500.0,0.5,0.3,10.456414623263017,10.432334022969856,10.476262897522483,9.5
100.0,500.0,0.5,0.3,10.11480953704371,10.03386672171513,10.040721029002146,9.5
100.0,500.0,0.5,0.3,9.3462738710198,9.325930370894863,9.308211328694552,9.5
100.0,500.0,0.5,0.3,9.356940755546423,9.144629237146086,9.278261729266273,9.5
100.0,500.0,0.5,0.3,9.429218038980842,9.19542031199839,9.130400293167218,9.5
100.0,500.0,0.5,0.3,10.077296381107628,9.980126675714931,9.94178504418568,9.5
100.0,500.0,0.5,0.3,9.05182625178128,8.66723112399106,8.847832024465433,9.5
100.0,500.0,0.5,0.3,9.962416267217089,9.824275156394036,9.970607315929863,9.5
100.0,500.0,0.5,0.3,9.325760767792296,9.249641606582609,9.347714876726846,9.5
100.0,500.0,0.5,0.3,9.23577238378183,8.778538648491473,8.740743657232974,9.5
100.0,500.0,0.5,0.3,9.262708456118714,8.993500575775048,9.110833539712013,8.299999999999999
100.0,500.0,0.5,0.3,10.174674508658935,9.974463017796563,10.024850283601364,9.5
100.0,500.0,0.5,0.3,9.070418403922849,8.77288179914446,8.790601162315383,9.5
100.0,500.0,0.5,0.3,9.323119381191386,9.21936360858801,9.27712115588616,9.5
100.0,500.0,0.5,0.3,10.071916679482023,10.049681978010309,10.032543522396033,9.5
100.0,500.0,0.5,0.3,9.319108454814078,9.006592258814198,9.123054172901538,9.5
100.0,500.0,0.5,0.3,10.362798279979767,10.334311251415441,10.353441755478235,9.5
100.0,500.0,0.5,0.3,8.765126428538256,8.652018250948087,8.701262729276875,9.5
100.0,500.0,0.5,0.3,9.175726103224825,8.970592806435725,8.989625948148248,9.5
100.0,500.0,0.5,0.3,8.802598314393489,8.671013872227276,8.785292011924291,9.5
100.0,500.0,0.5,0.3,9.348676667225327,9.26626448541735,9.323627950717794,9.5
100.0,500.0,0.5,0.3,9.493154866357656,9.337609394865913,9.435630428067146,9.5
100.0,500.0,0.5,0.3,9.279063676270011,9.21188696799462,9.318520715279243,9.5
100.0,500.0,0.5,0.35,9.66810127162757,9.39353111056581,9.545200673979185,10.25
100.0,500.0,0.5,0.35,10.422455880511647,10.359756911448386,10.352035863231196,10.25
100.0,500.0,0.5,0.35,10.50945018534568,10.466445943076442,10.495211181525017,10.25
